,Open Day,HOUR_ENDING,LZ_HOUSTON,ACTUAL_LZ_SOUTH_HOUSTON
3567,07/12/2024,4,13.28,
3568,07/12/2024,5,12.9,
3569,07/12/2024,5,12.92,
3570,07/12/2024,5,13.44,
3571,07/12/2024,5,13.13,
3572,07/12/2024,6,13.98,
3573,07/12/2024,6,14.0,
3574,07/12/2024,6,14.62,
3575,07/12/2024,6,16.77,
3576,07/12/2024,7,17.81,
3577,07/12/2024,7,17.92,
3578,07/12/2024,7,17.3,
3579,07/12/2024,7,16.02,
3580,07/12/2024,8,14.76,
3581,07/12/2024,8,14.19,
3582,07/12/2024,8,13.15,
3583,07/12/2024,8,13.97,
3584,07/12/2024,9,14.87,
3585,07/12/2024,9,14.7,
3586,07/12/2024,9,15.48,
3587,07/12/2024,9,14.83,
3588,07/12/2024,10,13.04,
3589,07/12/2024,10,13.1,
3590,07/12/2024,10,13.11,
3591,07/12/2024,10,13.48,
3592,07/12/2024,11,14.48,
3593,07/12/2024,11,16.46,
3594,07/12/2024,11,17.11,
3595,07/12/2024,11,18.77,
3596,07/12/2024,12,20.24,
3597,07/12/2024,12,21.22,
3598,07/12/2024,12,21.18,
3599,07/12/2024,12,23.48,
3600,07/12/2024,13,22.11,
3601,07/12/2024,13,20.36,
3602,07/12/2024,13,22.68,
3603,07/12/2024,13,21.38,
3604,07/12/2024,14,22.3,
3605,07/12/2024,14,23.84,
3606,07/12/2024,14,22.8,
3607,07/12/2024,14,21.49,
3608,07/12/2024,15,21.1,
3609,07/12/2024,15,21.28,
3610,07/12/2024,15,20.66,
3611,07/12/2024,15,21.23,
3612,07/12/2024,16,21.88,
3613,07/12/2024,16,20.24,
3614,07/12/2024,16,20.32,
3615,07/12/2024,16,21.47,
3616,07/12/2024,17,21.05,
3617,07/12/2024,17,21.02,
3618,07/12/2024,17,23.53,
3619,07/12/2024,17,21.73,
3620,07/12/2024,18,20.33,
3621,07/12/2024,18,20.47,
3622,07/12/2024,18,19.37,
3623,07/12/2024,18,18.61,
3624,07/12/2024,19,18.05,
3625,07/12/2024,19,19.01,
3626,07/12/2024,19,19.38,
3627,07/12/2024,19,20.08,
3628,07/12/2024,20,19.65,
3629,07/12/2024,20,20.02,
3630,07/12/2024,20,20.53,
3631,07/12/2024,20,23.53,
3632,07/12/2024,21,26.39,
3633,07/12/2024,21,31.43,
3634,07/12/2024,21,35.85,
3635,07/12/2024,21,27.1,
3636,07/12/2024,22,23.71,
3637,07/12/2024,22,23.3,
3638,07/12/2024,22,19.92,
3639,07/12/2024,22,18.29,
3640,07/12/2024,23,19.64,
3641,07/12/2024,23,19.32,
3642,07/12/2024,23,17.15,
3643,07/12/2024,23,15.63,
3644,07/12/2024,24,16.01,
3645,07/12/2024,24,14.98,
3646,07/12/2024,24,15.06,
3647,07/12/2024,24,14.47,
3648,07/13/2024,1,12.91,
3649,07/13/2024,1,12.61,
3650,07/13/2024,1,11.96,
3651,07/13/2024,1,11.88,
3652,07/13/2024,2,11.85,
3653,07/13/2024,2,11.37,
3654,07/13/2024,2,10.77,
3655,07/13/2024,2,11.02,
3656,07/13/2024,3,10.82,
3657,07/13/2024,3,10.23,
3658,07/13/2024,3,9.95,
3659,07/13/2024,3,10.12,
3660,07/13/2024,4,10.28,
3661,07/13/2024,4,10.24,
3662,07/13/2024,4,10.31,
3663,07/13/2024,4,10.53,
3664,07/13/2024,5,10.93,
3665,07/13/2024,5,11.05,
3666,07/13/2024,5,11.71,
3667,07/13/2024,5,11.74,
3668,07/13/2024,6,12.26,
3669,07/13/2024,6,12.64,
3670,07/13/2024,6,12.74,
3671,07/13/2024,6,12.93,
3672,07/13/2024,7,13.22,
3673,07/13/2024,7,13.36,
3674,07/13/2024,7,12.46,
3675,07/13/2024,7,12.26,
3676,07/13/2024,8,12.86,
3677,07/13/2024,8,11.54,
3678,07/13/2024,8,10.51,
3679,07/13/2024,8,9.58,
3680,07/13/2024,9,8.86,
3681,07/13/2024,9,7.93,
3682,07/13/2024,9,6.84,
3683,07/13/2024,9,6.35,
3684,07/13/2024,10,6.32,
3685,07/13/2024,10,8.82,
3686,07/13/2024,10,8.67,
3687,07/13/2024,10,10.03,
3688,07/13/2024,11,10.63,
3689,07/13/2024,11,12.43,
3690,07/13/2024,11,13.16,
3691,07/13/2024,11,13.54,
3692,07/13/2024,12,13.83,
3693,07/13/2024,12,15.41,
3694,07/13/2024,12,16.68,
3695,07/13/2024,12,16.97,
3696,07/13/2024,13,16.69,
3697,07/13/2024,13,17.62,
3698,07/13/2024,13,18.08,
3699,07/13/2024,13,17.87,
3700,07/13/2024,14,17.8,
3701,07/13/2024,14,18.16,
3702,07/13/2024,14,18.55,
3703,07/13/2024,14,19.12,
3704,07/13/2024,15,19.46,
3705,07/13/2024,15,19.46,
3706,07/13/2024,15,19.37,
3707,07/13/2024,15,20.08,
3708,07/13/2024,16,19.79,
3709,07/13/2024,16,19.58,
3710,07/13/2024,16,21.78,
3711,07/13/2024,16,33.23,
3712,07/13/2024,17,22.41,
3713,07/13/2024,17,21.99,
3714,07/13/2024,17,22.01,
3715,07/13/2024,17,26.52,
3716,07/13/2024,18,39.79,
3717,07/13/2024,18,32.79,
3718,07/13/2024,18,25.04,
3719,07/13/2024,18,20.17,
3720,07/13/2024,19,19.68,
3721,07/13/2024,19,19.76,
3722,07/13/2024,19,19.08,
3723,07/13/2024,19,18.73,
3724,07/13/2024,20,18.24,
3725,07/13/2024,20,17.86,
3726,07/13/2024,20,17.71,
3727,07/13/2024,20,18.7,
3728,07/13/2024,21,19.15,
3729,07/13/2024,21,19.55,
3730,07/13/2024,21,20.25,
3731,07/13/2024,21,19.59,
3732,07/13/2024,22,19.15,
3733,07/13/2024,22,18.16,
3734,07/13/2024,22,17.77,
3735,07/13/2024,22,16.95,
3736,07/13/2024,23,17.38,
3737,07/13/2024,23,17.38,
3738,07/13/2024,23,16.75,
3739,07/13/2024,23,14.77,
3740,07/13/2024,24,15.77,
3741,07/13/2024,24,15.82,
3742,07/13/2024,24,14.97,
3743,07/13/2024,24,14.07,
3744,07/14/2024,1,13.91,
3745,07/14/2024,1,13.9,
3746,07/14/2024,1,13.44,
3747,07/14/2024,1,12.64,
3748,07/14/2024,2,12.3,
3749,07/14/2024,2,11.75,
3750,07/14/2024,2,10.91,
3751,07/14/2024,2,10.71,
3752,07/14/2024,3,10.28,
3753,07/14/2024,3,9.98,
3754,07/14/2024,3,9.73,
3755,07/14/2024,3,9.88,
3756,07/14/2024,4,10.17,
3757,07/14/2024,4,10.16,
3758,07/14/2024,4,9.94,
3759,07/14/2024,4,9.95,
3760,07/14/2024,5,9.94,
3761,07/14/2024,5,9.96,
3762,07/14/2024,5,10.17,
3763,07/14/2024,5,10.28,
3764,07/14/2024,6,10.38,
3765,07/14/2024,6,10.83,
3766,07/14/2024,6,11.69,
3767,07/14/2024,6,11.73,
3768,07/14/2024,7,12.51,
3769,07/14/2024,7,12.32,
3770,07/14/2024,7,11.99,
3771,07/14/2024,7,12.02,
3772,07/14/2024,8,12.97,
3773,07/14/2024,8,11.68,
3774,07/14/2024,8,10.82,
3775,07/14/2024,8,10.14,
3776,07/14/2024,9,8.17,
3777,07/14/2024,9,4.94,
3778,07/14/2024,9,0.67,
3779,07/14/2024,9,0.0,
3780,07/14/2024,10,0.0,
3781,07/14/2024,10,0.0,
3782,07/14/2024,10,0.01,
3783,07/14/2024,10,0.02,
3784,07/14/2024,11,1.81,
3785,07/14/2024,11,8.87,
3786,07/14/2024,11,11.44,
3787,07/14/2024,11,12.24,
3788,07/14/2024,12,13.21,
3789,07/14/2024,12,15.08,
3790,07/14/2024,12,17.07,
3791,07/14/2024,12,18.22,
3792,07/14/2024,13,18.36,
3793,07/14/2024,13,18.66,
3794,07/14/2024,13,19.37,
3795,07/14/2024,13,19.29,
3796,07/14/2024,14,19.72,
3797,07/14/2024,14,20.06,
3798,07/14/2024,14,20.24,
3799,07/14/2024,14,20.35,
3800,07/14/2024,15,20.73,
3801,07/14/2024,15,21.54,
3802,07/14/2024,15,25.56,
3803,07/14/2024,15,23.58,
3804,07/14/2024,16,21.53,
3805,07/14/2024,16,28.42,
3806,07/14/2024,16,26.97,
3807,07/14/2024,16,36.63,
3808,07/14/2024,17,30.32,
3809,07/14/2024,17,30.72,
3810,07/14/2024,17,35.45,
3811,07/14/2024,17,45.36,
3812,07/14/2024,18,32.09,
3813,07/14/2024,18,34.51,
3814,07/14/2024,18,52.0,
3815,07/14/2024,18,42.08,
3816,07/14/2024,19,40.7,
3817,07/14/2024,19,33.78,
3818,07/14/2024,19,32.64,
3819,07/14/2024,19,49.56,
3820,07/14/2024,20,41.02,
3821,07/14/2024,20,66.69,
3822,07/14/2024,20,86.59,
3823,07/14/2024,20,51.99,
3824,07/14/2024,21,76.87,
3825,07/14/2024,21,72.08,
3826,07/14/2024,21,56.22,
3827,07/14/2024,21,31.62,
3828,07/14/2024,22,37.01,
3829,07/14/2024,22,21.89,
3830,07/14/2024,22,20.66,
3831,07/14/2024,22,20.9,
3832,07/14/2024,23,21.71,
3833,07/14/2024,23,20.82,
3834,07/14/2024,23,19.37,
3835,07/14/2024,23,18.48,
3836,07/14/2024,24,18.34,
3837,07/14/2024,24,17.93,
3838,07/14/2024,24,17.6,
3839,07/14/2024,24,16.96,
3840,07/15/2024,1,17.46,
3841,07/15/2024,1,16.75,
3842,07/15/2024,1,16.17,
3843,07/15/2024,1,16.23,
3844,07/15/2024,2,15.77,
3845,07/15/2024,2,15.51,
3846,07/15/2024,2,14.78,
3847,07/15/2024,2,14.42,
3848,07/15/2024,3,14.04,
3849,07/15/2024,3,13.56,
3850,07/15/2024,3,13.02,
3851,07/15/2024,3,12.92,
3852,07/15/2024,4,13.0,
3853,07/15/2024,4,12.35,
3854,07/15/2024,4,12.06,
3855,07/15/2024,4,12.14,
3856,07/15/2024,5,12.81,
3857,07/15/2024,5,12.82,
3858,07/15/2024,5,12.45,
3859,07/15/2024,5,12.59,
3860,07/15/2024,6,13.62,
3861,07/15/2024,6,13.96,
3862,07/15/2024,6,15.25,
3863,07/15/2024,6,15.44,
3864,07/15/2024,7,15.71,
3865,07/15/2024,7,16.32,
3866,07/15/2024,7,16.18,
3867,07/15/2024,7,15.46,
3868,07/15/2024,8,15.47,
3869,07/15/2024,8,15.65,
3870,07/15/2024,8,15.73,
3871,07/15/2024,8,15.3,
3872,07/15/2024,9,15.41,
3873,07/15/2024,9,14.48,
3874,07/15/2024,9,13.85,
3875,07/15/2024,9,12.99,
3876,07/15/2024,10,12.89,
3877,07/15/2024,10,12.74,
3878,07/15/2024,10,13.34,
3879,07/15/2024,10,14.76,
3880,07/15/2024,11,16.86,
3881,07/15/2024,11,18.43,
3882,07/15/2024,11,19.57,
3883,07/15/2024,11,18.36,
3884,07/15/2024,12,18.35,
3885,07/15/2024,12,19.41,
3886,07/15/2024,12,23.29,
3887,07/15/2024,12,31.83,
3888,07/15/2024,13,21.17,
3889,07/15/2024,13,25.35,
3890,07/15/2024,13,23.07,
3891,07/15/2024,13,25.85,
3892,07/15/2024,14,21.73,
3893,07/15/2024,14,21.95,
3894,07/15/2024,14,22.33,
3895,07/15/2024,14,24.46,
3896,07/15/2024,15,22.49,
3897,07/15/2024,15,28.05,
3898,07/15/2024,15,30.83,
3899,07/15/2024,15,35.37,
3900,07/15/2024,16,26.29,
3901,07/15/2024,16,31.58,
3902,07/15/2024,16,52.66,
3903,07/15/2024,16,31.77,
3904,07/15/2024,17,29.86,
3905,07/15/2024,17,49.96,
3906,07/15/2024,17,36.43,
3907,07/15/2024,17,31.69,
3908,07/15/2024,18,25.71,
3909,07/15/2024,18,33.41,
3910,07/15/2024,18,36.62,
3911,07/15/2024,18,34.77,
3912,07/15/2024,19,30.49,
3913,07/15/2024,19,40.05,
3914,07/15/2024,19,51.17,
3915,07/15/2024,19,65.56,
3916,07/15/2024,20,53.67,
3917,07/15/2024,20,75.16,
3918,07/15/2024,20,125.83,
3919,07/15/2024,20,93.17,
3920,07/15/2024,21,86.61,
3921,07/15/2024,21,78.99,
3922,07/15/2024,21,67.49,
3923,07/15/2024,21,48.13,
3924,07/15/2024,22,59.3,
3925,07/15/2024,22,36.67,
3926,07/15/2024,22,26.19,
3927,07/15/2024,22,22.75,
3928,07/15/2024,23,22.4,
3929,07/15/2024,23,23.33,
3930,07/15/2024,23,21.91,
3931,07/15/2024,23,20.14,
3932,07/15/2024,24,18.33,
3933,07/15/2024,24,18.28,
3934,07/15/2024,24,17.42,
3935,07/15/2024,24,15.33,
3936,07/16/2024,1,14.55,
3937,07/16/2024,1,13.5,
3938,07/16/2024,1,13.12,
3939,07/16/2024,1,12.69,
3940,07/16/2024,2,12.89,
3941,07/16/2024,2,11.97,
3942,07/16/2024,2,11.92,
3943,07/16/2024,2,11.07,
3944,07/16/2024,3,10.47,
3945,07/16/2024,3,9.83,
3946,07/16/2024,3,10.1,
3947,07/16/2024,3,9.69,
3948,07/16/2024,4,9.38,
3949,07/16/2024,4,9.24,
3950,07/16/2024,4,9.38,
3951,07/16/2024,4,9.36,
3952,07/16/2024,5,9.86,
3953,07/16/2024,5,9.81,
3954,07/16/2024,5,9.76,
3955,07/16/2024,5,10.07,
3956,07/16/2024,6,10.39,
3957,07/16/2024,6,10.63,
3958,07/16/2024,6,11.02,
3959,07/16/2024,6,11.7,
3960,07/16/2024,7,12.75,
3961,07/16/2024,7,13.14,
3962,07/16/2024,7,13.19,
3963,07/16/2024,7,13.25,
3964,07/16/2024,8,13.44,
3965,07/16/2024,8,12.13,
3966,07/16/2024,8,10.57,
3967,07/16/2024,8,10.15,
3968,07/16/2024,9,9.23,
3969,07/16/2024,9,8.85,
3970,07/16/2024,9,7.83,
3971,07/16/2024,9,8.08,
3972,07/16/2024,10,8.03,
3973,07/16/2024,10,8.58,
3974,07/16/2024,10,9.28,
3975,07/16/2024,10,10.79,
3976,07/16/2024,11,11.58,
3977,07/16/2024,11,13.11,
3978,07/16/2024,11,14.3,
3979,07/16/2024,11,15.68,
3980,07/16/2024,12,15.84,
3981,07/16/2024,12,17.58,
3982,07/16/2024,12,20.84,
3983,07/16/2024,12,24.0,
3984,07/16/2024,13,19.77,
3985,07/16/2024,13,21.25,
3986,07/16/2024,13,22.65,
3987,07/16/2024,13,22.07,
3988,07/16/2024,14,24.08,
3989,07/16/2024,14,22.64,
3990,07/16/2024,14,23.99,
3991,07/16/2024,14,26.04,
3992,07/16/2024,15,23.34,
3993,07/16/2024,15,23.15,
3994,07/16/2024,15,22.05,
3995,07/16/2024,15,24.34,
3996,07/16/2024,16,24.76,
3997,07/16/2024,16,25.56,
3998,07/16/2024,16,42.18,
3999,07/16/2024,16,30.67,
4000,07/16/2024,17,24.51,
4001,07/16/2024,17,28.04,
4002,07/16/2024,17,31.47,
4003,07/16/2024,17,28.82,
4004,07/16/2024,18,24.53,
4005,07/16/2024,18,34.51,
4006,07/16/2024,18,38.93,
4007,07/16/2024,18,34.59,
4008,07/16/2024,19,33.12,
4009,07/16/2024,19,43.8,
4010,07/16/2024,19,64.74,
4011,07/16/2024,19,46.04,
4012,07/16/2024,20,33.49,4302.59
4013,07/16/2024,20,45.09,4302.59
4014,07/16/2024,20,48.39,4302.59
4015,07/16/2024,20,83.68,4302.59
4016,07/16/2024,21,77.26,3990.74
4017,07/16/2024,21,72.69,3990.74
4018,07/16/2024,21,74.25,3990.74
4019,07/16/2024,21,52.37,3990.74
4020,07/16/2024,22,51.44,3933.32
4021,07/16/2024,22,36.44,3933.32
4022,07/16/2024,22,25.89,3933.32
4023,07/16/2024,22,24.16,3933.32
4024,07/16/2024,23,30.64,3716.38
4025,07/16/2024,23,26.03,3716.38
4026,07/16/2024,23,24.43,3716.38
4027,07/16/2024,23,21.84,3716.38
4028,07/16/2024,24,21.03,3464.59
4029,07/16/2024,24,21.43,3464.59
4030,07/16/2024,24,20.79,3464.59
4031,07/16/2024,24,19.53,3464.59
4032,07/17/2024,1,18.35,3364.2
4033,07/17/2024,1,18.12,3364.2
4034,07/17/2024,1,17.78,3364.2
4035,07/17/2024,1,16.41,3364.2
4036,07/17/2024,2,16.74,3283.12
4037,07/17/2024,2,16.77,3283.12
4038,07/17/2024,2,16.66,3283.12
4039,07/17/2024,2,16.57,3283.12
4040,07/17/2024,3,16.49,2750.12
4041,07/17/2024,3,16.0,2750.12
4042,07/17/2024,3,15.83,2750.12
4043,07/17/2024,3,16.26,2750.12
4044,07/17/2024,4,16.94,2228.14
4045,07/17/2024,4,17.22,2228.14
4046,07/17/2024,4,17.52,2228.14
4047,07/17/2024,4,17.88,2228.14
4048,07/17/2024,5,17.9,1830.53
4049,07/17/2024,5,18.49,1830.53
4050,07/17/2024,5,18.82,1830.53
4051,07/17/2024,5,19.38,1830.53
4052,07/17/2024,6,21.63,1500.8
4053,07/17/2024,6,22.23,1500.8
4054,07/17/2024,6,24.57,1500.8
4055,07/17/2024,6,22.36,1500.8
4056,07/17/2024,7,25.18,1195.69
4057,07/17/2024,7,29.43,1195.69
4058,07/17/2024,7,22.23,1195.69
4059,07/17/2024,7,22.25,1195.69
4060,07/17/2024,8,22.3,1190.67
4061,07/17/2024,8,20.78,1190.67
4062,07/17/2024,8,19.65,1190.67
4063,07/17/2024,8,18.19,1190.67
4064,07/17/2024,9,18.93,999.23
4065,07/17/2024,9,18.54,999.23
4066,07/17/2024,9,18.45,999.23
4067,07/17/2024,9,17.91,999.23
4068,07/17/2024,10,17.81,1201.05
4069,07/17/2024,10,18.7,1201.05
4070,07/17/2024,10,19.17,1201.05
4071,07/17/2024,10,19.41,1201.05
4072,07/17/2024,11,20.49,1307.72
4073,07/17/2024,11,19.56,1307.72
4074,07/17/2024,11,19.35,1307.72
4075,07/17/2024,11,22.45,1307.72
4076,07/17/2024,12,23.35,1302.1
4077,07/17/2024,12,20.63,1302.1
4078,07/17/2024,12,22.19,1302.1
4079,07/17/2024,12,22.8,1302.1
4080,07/17/2024,13,22.34,1236.31
4081,07/17/2024,13,36.01,1236.31
4082,07/17/2024,13,29.14,1236.31
4083,07/17/2024,13,25.31,1236.31
4084,07/17/2024,14,22.15,1164.88
4085,07/17/2024,14,26.07,1164.88
4086,07/17/2024,14,28.08,1164.88
4087,07/17/2024,14,22.7,1164.88
4088,07/17/2024,15,24.47,1293.86
4089,07/17/2024,15,29.1,1293.86
4090,07/17/2024,15,30.55,1293.86
4091,07/17/2024,15,24.47,1293.86
4092,07/17/2024,16,23.83,1569.97
4093,07/17/2024,16,24.15,1569.97
4094,07/17/2024,16,22.0,1569.97
4095,07/17/2024,16,20.96,1569.97
4096,07/17/2024,17,21.11,1611.62
4097,07/17/2024,17,21.54,1611.62
4098,07/17/2024,17,19.33,1611.62
4099,07/17/2024,17,22.74,1611.62
4100,07/17/2024,18,22.74,1766.38
4101,07/17/2024,18,22.22,1766.38
4102,07/17/2024,18,28.08,1766.38
4103,07/17/2024,18,63.86,1766.38
4104,07/17/2024,19,30.43,2165.23
4105,07/17/2024,19,24.19,2165.23
4106,07/17/2024,19,21.84,2165.23
4107,07/17/2024,19,22.87,2165.23
4108,07/17/2024,20,22.29,3095.34
4109,07/17/2024,20,20.56,3095.34
4110,07/17/2024,20,21.12,3095.34
4111,07/17/2024,20,24.6,3095.34
4112,07/17/2024,21,23.5,3500.99
4113,07/17/2024,21,25.03,3500.99
4114,07/17/2024,21,25.12,3500.99
4115,07/17/2024,21,24.36,3500.99
4116,07/17/2024,22,31.44,3345.49
4117,07/17/2024,22,28.58,3345.49
4118,07/17/2024,22,25.96,3345.49
4119,07/17/2024,22,25.14,3345.49
4120,07/17/2024,23,24.98,3104.99
4121,07/17/2024,23,26.52,3104.99
4122,07/17/2024,23,24.27,3104.99
4123,07/17/2024,23,22.92,3104.99
4124,07/17/2024,24,24.59,3027.77
4125,07/17/2024,24,23.45,3027.77
4126,07/17/2024,24,23.78,3027.77
4127,07/17/2024,24,24.02,3027.77
4128,07/18/2024,1,24.58,2810.37
4129,07/18/2024,1,23.65,2810.37
4130,07/18/2024,1,22.36,2810.37
4131,07/18/2024,1,21.69,2810.37
4132,07/18/2024,2,23.39,2523.14
4133,07/18/2024,2,23.68,2523.14
4134,07/18/2024,2,22.2,2523.14
4135,07/18/2024,2,20.6,2523.14
4136,07/18/2024,3,22.83,2103.89
4137,07/18/2024,3,19.43,2103.89
4138,07/18/2024,3,20.41,2103.89
4139,07/18/2024,3,19.02,2103.89
4140,07/18/2024,4,20.05,1846.89
4141,07/18/2024,4,18.76,1846.89
4142,07/18/2024,4,18.6,1846.89
4143,07/18/2024,4,18.2,1846.89
4144,07/18/2024,5,19.32,1440.72
4145,07/18/2024,5,18.99,1440.72
4146,07/18/2024,5,22.3,1440.72
4147,07/18/2024,5,21.26,1440.72
4148,07/18/2024,6,22.02,1199.5
4149,07/18/2024,6,22.46,1199.5
4150,07/18/2024,6,22.57,1199.5
4151,07/18/2024,6,25.11,1199.5
4152,07/18/2024,7,26.22,1139.76
4153,07/18/2024,7,23.84,1139.76
4154,07/18/2024,7,26.62,1139.76
4155,07/18/2024,7,25.28,1139.76
4156,07/18/2024,8,23.75,1011.56
4157,07/18/2024,8,21.12,1011.56
4158,07/18/2024,8,20.91,1011.56
4159,07/18/2024,8,19.75,1011.56
4160,07/18/2024,9,18.92,551.98
4161,07/18/2024,9,18.6,551.98
4162,07/18/2024,9,17.77,551.98
4163,07/18/2024,9,16.79,551.98
4164,07/18/2024,10,17.03,578.4
4165,07/18/2024,10,16.41,578.4
4166,07/18/2024,10,15.36,578.4
4167,07/18/2024,10,16.21,578.4
4168,07/18/2024,11,16.93,626.1
4169,07/18/2024,11,16.86,626.1
4170,07/18/2024,11,16.93,626.1
4171,07/18/2024,11,17.25,626.1
4172,07/18/2024,12,15.38,437.69
4173,07/18/2024,12,14.27,437.69
4174,07/18/2024,12,15.14,437.69
4175,07/18/2024,12,14.75,437.69
4176,07/18/2024,13,14.7,408.27
4177,07/18/2024,13,14.66,408.27
4178,07/18/2024,13,15.26,408.27
4179,07/18/2024,13,16.24,408.27
4180,07/18/2024,14,16.75,476.11
4181,07/18/2024,14,16.54,476.11
4182,07/18/2024,14,16.67,476.11
4183,07/18/2024,14,16.16,476.11
4184,07/18/2024,15,16.07,632.44
4185,07/18/2024,15,17.94,632.44
4186,07/18/2024,15,17.88,632.44
4187,07/18/2024,15,21.89,632.44
4188,07/18/2024,16,22.14,928.61
4189,07/18/2024,16,21.6,928.61
4190,07/18/2024,16,22.7,928.61
4191,07/18/2024,16,28.27,928.61
4192,07/18/2024,17,26.41,1348.07
4193,07/18/2024,17,23.69,1348.07
4194,07/18/2024,17,33.17,1348.07
4195,07/18/2024,17,25.46,1348.07
4196,07/18/2024,18,33.03,1342.69
4197,07/18/2024,18,29.51,1342.69
4198,07/18/2024,18,48.02,1342.69
4199,07/18/2024,18,40.79,1342.69
4200,07/18/2024,19,26.72,1517.34
4201,07/18/2024,19,47.31,1517.34
4202,07/18/2024,19,89.3,1517.34
4203,07/18/2024,19,117.8,1517.34
4204,07/18/2024,20,77.29,
4205,07/18/2024,20,75.47,
4206,07/18/2024,20,98.68,
4207,07/18/2024,20,83.88,
4208,07/18/2024,21,63.9,
4209,07/18/2024,21,51.12,
4210,07/18/2024,21,35.47,
4211,07/18/2024,21,33.19,
4212,07/18/2024,22,28.99,
4213,07/18/2024,22,33.06,
4214,07/18/2024,22,28.64,
4215,07/18/2024,22,28.49,
4216,07/18/2024,23,26.88,
4217,07/18/2024,23,22.31,
4218,07/18/2024,23,22.99,
4219,07/18/2024,23,21.87,
4220,07/18/2024,24,22.37,
4221,07/19/2024,24,22.0,
4222,07/19/2024,24,19.64,
4223,07/19/2024,24,20.09,
4224,07/19/2024,1,21.57,
4225,07/19/2024,1,17.89,
4226,07/19/2024,1,17.46,
4227,07/19/2024,1,17.49,
4228,07/19/2024,2,17.35,
4229,07/19/2024,2,17.22,
4230,07/19/2024,2,16.5,
4231,07/19/2024,2,16.72,
4232,07/19/2024,3,16.61,
4233,07/19/2024,3,16.56,
4234,07/19/2024,3,16.32,
4235,07/19/2024,3,16.03,
4236,07/19/2024,4,15.9,
4237,07/19/2024,4,16.48,
4238,07/19/2024,4,16.42,
4239,07/19/2024,4,17.77,
4240,07/19/2024,5,18.12,
4241,07/19/2024,5,20.38,
4242,07/19/2024,5,19.86,
4243,07/19/2024,5,21.22,
4244,07/19/2024,6,20.75,
4245,07/19/2024,6,22.65,
4246,07/19/2024,6,22.51,
4247,07/19/2024,6,21.55,
4248,07/19/2024,7,21.66,
4249,07/19/2024,7,26.0,
4250,07/19/2024,7,20.64,
4251,07/19/2024,7,18.36,
4252,07/19/2024,8,17.83,
4253,07/19/2024,8,18.29,
4254,07/19/2024,8,17.7,
4255,07/19/2024,8,17.28,
4256,07/19/2024,9,16.72,
4257,07/19/2024,9,17.25,
4258,07/19/2024,9,16.95,
4259,07/19/2024,9,17.15,
4260,07/19/2024,10,18.04,
4261,07/19/2024,10,18.21,
4262,07/19/2024,10,18.05,
4263,07/19/2024,10,17.94,
4264,07/19/2024,11,18.03,
4265,07/19/2024,11,17.69,
4266,07/19/2024,11,18.34,
4267,07/19/2024,11,21.43,
4268,07/19/2024,12,20.29,
4269,07/19/2024,12,18.56,
4270,07/19/2024,12,19.05,
4271,07/19/2024,12,19.56,
4272,07/19/2024,13,20.98,
4273,07/19/2024,13,22.16,
4274,07/19/2024,13,24.23,
4275,07/19/2024,13,22.5,
4276,07/19/2024,14,23.54,
4277,07/19/2024,14,25.97,
4278,07/19/2024,14,29.12,
4279,07/19/2024,14,27.37,
4280,07/19/2024,15,30.51,
4281,07/19/2024,15,22.42,
4282,07/19/2024,15,22.31,
4283,07/19/2024,15,23.24,
4284,07/19/2024,16,27.62,
4285,07/19/2024,16,24.15,
4286,07/19/2024,16,24.28,
4287,07/19/2024,16,26.77,
4288,07/19/2024,17,23.54,
4289,07/19/2024,17,23.63,
4290,07/19/2024,17,27.4,
4291,07/19/2024,17,45.7,
4292,07/19/2024,18,36.39,
4293,07/19/2024,18,29.4,
4294,07/19/2024,18,47.09,
4295,07/19/2024,18,36.32,
4296,07/19/2024,19,33.21,
4297,07/19/2024,19,29.75,
4298,07/19/2024,19,43.98,
4299,07/19/2024,19,83.27,
4300,07/19/2024,20,87.16,
4301,07/19/2024,20,76.96,
4302,07/19/2024,20,63.77,
4303,07/19/2024,20,32.6,
4304,07/19/2024,21,27.65,
4305,07/19/2024,21,27.25,
4306,07/19/2024,21,24.59,
4307,07/19/2024,21,23.57,
4308,07/19/2024,22,21.54,
4309,07/19/2024,22,22.1,
4310,07/19/2024,22,20.83,
4311,07/19/2024,22,19.15,
4312,07/19/2024,23,17.88,
4313,07/19/2024,23,17.53,
4314,07/19/2024,23,17.47,
4315,07/19/2024,23,17.46,
4316,07/19/2024,24,16.86,
4317,07/20/2024,24,16.79,
4318,07/20/2024,24,16.53,
4319,07/20/2024,24,16.19,
4320,07/20/2024,1,16.82,
4321,07/20/2024,1,16.96,
4322,07/20/2024,1,14.78,
4323,07/20/2024,1,14.19,
4324,07/20/2024,2,13.54,
4325,07/20/2024,2,12.73,
4326,07/20/2024,2,12.25,
4327,07/20/2024,2,11.5,
4328,07/20/2024,3,10.63,
4329,07/20/2024,3,10.2,
4330,07/20/2024,3,9.93,
4331,07/20/2024,3,9.48,
4332,07/20/2024,4,9.37,
4333,07/20/2024,4,9.11,
4334,07/20/2024,4,9.11,
4335,07/20/2024,4,9.14,
4336,07/20/2024,5,9.24,
4337,07/20/2024,5,9.6,
4338,07/20/2024,5,10.14,
4339,07/20/2024,5,10.99,
4340,07/20/2024,6,12.13,
4341,07/20/2024,6,12.55,
4342,07/20/2024,6,13.1,
4343,07/20/2024,6,13.27,
